invoice_id,job_id,invoice_number,item,type,qty,unit_price_usd,amount_usd
invoice_7072f18119d446b9ab2b47faa9352b80,job_c614884e2bca48e8a9a97949e1e6a0d5,5421,System Installation,labor,1.0,1410.0,1410.0
invoice_7072f18119d446b9ab2b47faa9352b80,job_c614884e2bca48e8a9a97949e1e6a0d5,5421,Guarantees,labor,1.0,0.0,0.0
invoice_7072f18119d446b9ab2b47faa9352b80,job_c614884e2bca48e8a9a97949e1e6a0d5,5421,STANDARD 15 - Trane 3 Ton 15.2 Seer2 (16 SEER) Heat Pump System,material,1.0,11201.25,11201.25
invoice_7072f18119d446b9ab2b47faa9352b80,job_c614884e2bca48e8a9a97949e1e6a0d5,5421,Concrete Pad,material,1.0,233.0,233.0
invoice_7072f18119d446b9ab2b47faa9352b80,job_c614884e2bca48e8a9a97949e1e6a0d5,5421,Drain package,material,1.0,306.0,306.0
invoice_7072f18119d446b9ab2b47faa9352b80,job_c614884e2bca48e8a9a97949e1e6a0d5,5421,Add Ons - Attic Install,material,1.0,515.0,515.0
invoice_7072f18119d446b9ab2b47faa9352b80,job_c614884e2bca48e8a9a97949e1e6a0d5,5421,Add Ons - Trim Removal,material,1.0,258.0,258.0
invoice_581e03bb5c1243d28f0dd9734645b0d0,job_42631568907f486d878f6957f408e306,5420,Diagnostic/dispatch fees - Service & Repair Fee - Standard,labor,1.0,92.0,92.0
invoice_581e03bb5c1243d28f0dd9734645b0d0,job_42631568907f486d878f6957f408e306,5420,Service Calls - Repairs & Part Installation - Tier 3 Repair - Clear Drain Line,labor,1.0,165.0,165.0
invoice_581e03bb5c1243d28f0dd9734645b0d0,job_42631568907f486d878f6957f408e306,5420,Service Calls - Repairs & Part Installation - Tier 1 Repair - Vacuum drain pan,labor,1.0,53.0,53.0
invoice_b785c034528b42e5a99ad80c227d8f82,job_a5c5e4747682407395d2e1c931e31548,5419,Diagnostic/dispatch fees - Service & Repair Fee - Standard,labor,1.0,92.0,92.0
invoice_b785c034528b42e5a99ad80c227d8f82,job_a5c5e4747682407395d2e1c931e31548,5419,Service Calls - Repairs & Part Installation - Tier 3 Repair - Clear Drain Line,labor,1.0,165.0,165.0
invoice_c13bac15cb264fffbfb70cccd2b96d32,job_66fbf34dfa664ffe82236d2eebc16db2,5417,Jet Mainline Drain,labor,1.0,646.0,646.0
invoice_2169fd90d82843a6944c3330f6ba17f0,job_f4515747b105411ebfcb4c640392fd63,5415,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_2169fd90d82843a6944c3330f6ba17f0,job_f4515747b105411ebfcb4c640392fd63,5415,Service Calls - Repairs & Part Installation - Tier 5 Repair - Condensate Pump Installation (New) Labor Only,labor,2.0,349.0,698.0
invoice_2169fd90d82843a6944c3330f6ba17f0,job_f4515747b105411ebfcb4c640392fd63,5415,MISC Labor - Repair Air Handler Insulation,labor,1.0,181.0,181.0
invoice_2169fd90d82843a6944c3330f6ba17f0,job_f4515747b105411ebfcb4c640392fd63,5415,MISC Labor - Re-Tape & Mastic Certain Spots of Supply & Return,labor,1.0,179.0,179.0
invoice_2169fd90d82843a6944c3330f6ba17f0,job_f4515747b105411ebfcb4c640392fd63,5415,Generic Parts / Service - Condensate pump,material,2.0,153.0,306.0
invoice_2169fd90d82843a6944c3330f6ba17f0,job_f4515747b105411ebfcb4c640392fd63,5415,Generic Parts / Service - I-Flo Drain Cleaner,material,3.0,471.0,1413.0
invoice_2169fd90d82843a6944c3330f6ba17f0,job_f4515747b105411ebfcb4c640392fd63,5415,Generic Parts / Service - Safety Switch,material,1.0,73.0,73.0
invoice_ba1abd305bb54307b99835cd6e370067,job_5c0eacac637a4c1586180c8d9217997e,5414,Install New IceMaker Box,labor,1.0,590.75,590.75
invoice_363450889a504467b94ffd340dc3269f,job_0e281b387ff947469acdf2a2718797a4,5413,HVAC Inspection,labor,1.0,142.0,142.0
invoice_f480e354ca8b4dcfb98b5a37ebd8e60a,job_dff06285f8cf43e5b248305c188c30fc,5412,Diagnostic/dispatch fees - Service & Repair Fee - Standard,labor,1.0,92.0,92.0
invoice_f480e354ca8b4dcfb98b5a37ebd8e60a,job_dff06285f8cf43e5b248305c188c30fc,5412,Service Calls - Repairs & Part Installation - Tier 3 Repair - Clear Drain Line,labor,1.0,165.0,165.0
invoice_2e91557019e44c7493cdd5883b2bc83a,job_cddd95727d5c42ada5ac96ca917e812f,5411,Diagnostic/dispatch fees - Service & Repair Fee - Standard,labor,1.0,92.0,92.0
invoice_f8395f3f26544eb0bcb06adb7775799c,job_ab9f882fc9754544959ceadb6f125738,5410,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_f8395f3f26544eb0bcb06adb7775799c,job_ab9f882fc9754544959ceadb6f125738,5410,Tier 3 Repair - Clear Drain Line,labor,1.0,188.0,188.0
invoice_f8395f3f26544eb0bcb06adb7775799c,job_ab9f882fc9754544959ceadb6f125738,5410,Generic Parts / Service - Wet Switch,material,1.0,207.0,207.0
invoice_04a6a38a89a14a31bc0f0cc819e14ee7,job_950f9a2dfe964cf3a1b32368284d3efc,5409,General Labor,labor,2.0,77.0,154.0
invoice_04a6a38a89a14a31bc0f0cc819e14ee7,job_950f9a2dfe964cf3a1b32368284d3efc,5409,"Duct board, Insulation, Rosales tape, Mastic",material,4.0,72.0,288.0
invoice_855bc134221c4609b0eb664b4e767ffd,job_d002a7402a3845b185f191c4ad751faf,5408,Diagnostic/dispatch fees - Service & Repair Fee - Commercial,labor,1.0,183.0,183.0
invoice_855bc134221c4609b0eb664b4e767ffd,job_d002a7402a3845b185f191c4ad751faf,5408,Service Calls - Repairs & Part Installation - Tier 3 Repair - Cool Compressor,labor,1.0,77.0,77.0
invoice_855bc134221c4609b0eb664b4e767ffd,job_d002a7402a3845b185f191c4ad751faf,5408,Service Calls - Repairs & Part Installation - Tier 2 Repair - Leak Detection Tidewater Hospitality (Bubbles / Electronic),labor,1.0,96.0,96.0
invoice_855bc134221c4609b0eb664b4e767ffd,job_d002a7402a3845b185f191c4ad751faf,5408,Service Calls - Repairs & Part Installation - Tier 3 Repair - Reset Kitchen RTU,labor,2.0,77.0,154.0
invoice_7ae4c86c2d1c40878dac2412af39a63f,job_580032568fe441da8bd20a28f4ff785c,5407,Diagnostic/dispatch fees - Starfish Hospitality Service & Repair Fee - Standard,labor,1.0,77.0,77.0
invoice_2a69577cd8ac465484cf61192a20f435,job_c3b92eeae014487f87fd655b57014b7b,5406,Essency Tank heater,labor,1.0,6266.75,6266.75
invoice_f9d3a490100541bfaa694711bce82d4a,job_1ac14fd849ce4d6bab5af4711401e2f4,5405,New System Installation - Dehumidifier Installation,labor,1.0,824.0,824.0
invoice_f9d3a490100541bfaa694711bce82d4a,job_1ac14fd849ce4d6bab5af4711401e2f4,5405,"Duct Tidewater Hospitality / Repair - Duct Board Replacement - 1.5"" for Non-Insulated and Commercial",labor,4.0,179.0,716.0
invoice_f9d3a490100541bfaa694711bce82d4a,job_1ac14fd849ce4d6bab5af4711401e2f4,5405,Duct Tidewater Hospitality - Reattach Supplies,labor,5.0,73.0,365.0
invoice_f9d3a490100541bfaa694711bce82d4a,job_1ac14fd849ce4d6bab5af4711401e2f4,5405,Aprilaire E80 Dehumidifier,material,1.0,3708.0,3708.0
invoice_f9d3a490100541bfaa694711bce82d4a,job_1ac14fd849ce4d6bab5af4711401e2f4,5405,New Construction - Flex Duct - Generic,material,1.0,388.0,388.0
invoice_f9d3a490100541bfaa694711bce82d4a,job_1ac14fd849ce4d6bab5af4711401e2f4,5405,Add Ons - Drain package,material,1.0,280.0,280.0
invoice_8b4786d1251c46289928734ef5669dbd,job_c56b0b6f50844112ab3759f03918a9e2,5404,Diagnostic/dispatch fees - Service & Repair Fee - Standard,labor,1.0,92.0,92.0
invoice_8b4786d1251c46289928734ef5669dbd,job_c56b0b6f50844112ab3759f03918a9e2,5404,Service Calls - Repairs & Part Installation - Tier 7 Repair - Compressor Replacement,labor,1.0,1032.0,1032.0
invoice_8b4786d1251c46289928734ef5669dbd,job_c56b0b6f50844112ab3759f03918a9e2,5404,Compressor,material,1.0,582.0,582.0
invoice_8b4786d1251c46289928734ef5669dbd,job_c56b0b6f50844112ab3759f03918a9e2,5404,Generic Parts / Service - R410a refrigerant,material,8.0,132.0,1056.0
invoice_4eccbea1cd0b4930a63e97fb0a6cf914,job_3b8e7fb2f1804fe5a52d13d3283c1dc8,5403,Duct Tidewater Hospitality / Repair - Replace Supply - Flex Only,labor,6.0,475.0,2850.0
invoice_4eccbea1cd0b4930a63e97fb0a6cf914,job_3b8e7fb2f1804fe5a52d13d3283c1dc8,5403,Add Ons - Attic Install,material,1.0,515.0,515.0
invoice_8ae76cdb619e4ef4b82d7cea4ea4f564,job_2a8ff3ca0c094fdd98705f734261b260,5402,Diagnostic/dispatch fees - Service & Repair Fee - Commercial,labor,1.0,183.0,183.0
invoice_f75e8b4eb56d4c769d1690c57f101456,job_968144acccce47a695abed0a7bf3f7a2,5401,Service Calls - Repairs & Part Installation - Tier 1 Repair - Vacuum drain pan,labor,1.0,53.0,53.0
invoice_f75e8b4eb56d4c769d1690c57f101456,job_968144acccce47a695abed0a7bf3f7a2,5401,Diagnostic/dispatch fees - Service & Repair Fee - Standard,labor,1.0,92.0,92.0
invoice_f75e8b4eb56d4c769d1690c57f101456,job_968144acccce47a695abed0a7bf3f7a2,5401,Service Calls - Repairs & Part Installation - Tier 3 Repair - Clear Drain Line,labor,2.0,165.0,330.0
invoice_f75e8b4eb56d4c769d1690c57f101456,job_968144acccce47a695abed0a7bf3f7a2,5401,Generic Parts / Service - Ecobee 6 Thermostat,material,1.0,499.25,499.25
invoice_69e5b6972bf44cfcb8b6632128499a1f,job_1af8d0402b0246488ab64a7b2c5d4648,5400,Preventative Maintenance - Preventative Maintenance,labor,1.0,188.0,188.0
invoice_69e5b6972bf44cfcb8b6632128499a1f,job_1af8d0402b0246488ab64a7b2c5d4648,5400,Service Calls - Repairs & Part Installation - Tier 7 Repair(blower wheel and Coil),labor,1.0,1482.0,1482.0
invoice_69e5b6972bf44cfcb8b6632128499a1f,job_1af8d0402b0246488ab64a7b2c5d4648,5400,Add Ons - Blu QR UV Stick Horton,material,2.0,212.0,424.0
invoice_69e5b6972bf44cfcb8b6632128499a1f,job_1af8d0402b0246488ab64a7b2c5d4648,5400,Generic Parts / Service - Reme Halo Zero,material,2.0,969.0,1938.0
invoice_69e5b6972bf44cfcb8b6632128499a1f,job_1af8d0402b0246488ab64a7b2c5d4648,5400,Generic Parts / Service - Bio-Fresh Duct Cleaning,material,1.0,321.0,321.0
invoice_69e5b6972bf44cfcb8b6632128499a1f,job_1af8d0402b0246488ab64a7b2c5d4648,5400,Generic Parts / Service - Filter dryer,material,1.0,103.0,103.0
invoice_6087e05027db44c5aa580097853826ed,job_8cbae2bd384645d6afe865b6826dbb9a,5399,Hahn Group Preventative Maintenance,labor,1.0,1442.0,1442.0
invoice_41339c94f0c346f0b33af9ab12f10c27,job_8ceaf0fcbac94fe7b709a32218033132,5398,General Labor,labor,2.0,77.0,154.0
invoice_41339c94f0c346f0b33af9ab12f10c27,job_8ceaf0fcbac94fe7b709a32218033132,5398,"Duct board, Insulation, Rosales tape, Mastic",material,4.0,72.0,288.0
invoice_9431fa1308e146df8953a0700bcf234c,job_9726fb27ff7e4f4abd061016135e4b15,5397,Diagnostic/dispatch fees - Service & Repair Fee - Commercial,labor,1.0,183.0,183.0
invoice_9431fa1308e146df8953a0700bcf234c,job_9726fb27ff7e4f4abd061016135e4b15,5397,Generic Parts / Service - Honeywell FocusPro N100,material,1.0,194.0,194.0
invoice_ad76cf1084044d58b3a3a51459516696,job_9726fb27ff7e4f4abd061016135e4b15,5396,Diagnostic/dispatch fees - Service & Repair Fee - Commercial,labor,1.0,183.0,183.0
invoice_ad76cf1084044d58b3a3a51459516696,job_9726fb27ff7e4f4abd061016135e4b15,5396,Generic Parts / Service - Honeywell FocusPro N100,material,1.0,194.0,194.0
invoice_26bdd4517fcb42798837053914f788f7,job_ac0f59b415ab4ee8b2855ab02f42691d,5395,Diagnostic/dispatch fees - Service & Repair Fee - Commercial,labor,1.0,183.0,183.0
invoice_26bdd4517fcb42798837053914f788f7,job_ac0f59b415ab4ee8b2855ab02f42691d,5395,Generic Parts / Service - Honeywell FocusPro N100,material,1.0,194.0,194.0
invoice_c9668a3884924adeb08292ac642fa57e,job_c77d577f5ac04eac9c16a003e362c91c,5394,Duct Tidewater Hospitality / Repair - Replace Return - Andre's Office,labor,1.0,489.0,489.0
invoice_c9668a3884924adeb08292ac642fa57e,job_c77d577f5ac04eac9c16a003e362c91c,5394,Generic Parts / Service - Honeywell FocusPro N100,material,1.0,194.0,194.0
invoice_06892044439c494b81ba97cb60dae2ca,job_187ab7b608e4472abf24eebf35db0dcd,5393,Preventative Maintenance - Preventative Maintenance,labor,1.0,92.0,92.0
invoice_7d2621a1c1204127885de6e804f377dd,job_cd251df74e684df897b4dc0fa2043b58,5392,Essency Tank heater,labor,1.0,6166.25,6166.25
invoice_91c316b941f449c9a2c6d36296308de0,job_b872e7e2a6084094ae32d4ed5ce67635,5391,Service Calls - Repairs & Part Installation - Tier 5 Repair - Condensate Pump Installation (New) Labor Only,labor,1.0,349.0,349.0
invoice_91c316b941f449c9a2c6d36296308de0,job_b872e7e2a6084094ae32d4ed5ce67635,5391,Generic Parts / Service - Condensate pump,material,1.0,153.0,153.0
invoice_a1add80c12c8444b990d45b9b1710f97,job_1256b15e33a0431f8f5edee5fcaadbb3,5390,Diagnostic/dispatch fees - Service & Repair Fee - Standard,labor,1.0,92.0,92.0
invoice_a1add80c12c8444b990d45b9b1710f97,job_1256b15e33a0431f8f5edee5fcaadbb3,5390,Service Calls - Repairs & Part Installation - Tier 3 Repair - Capacitor Replacement,labor,1.0,165.0,165.0
invoice_4d4284fb56fb4496be4b6837eadafa2f,job_5cc3e949cf524acea2f5a080792ecf47,5389,Visit #3,labor,1.0,250.0,250.0
invoice_ff4a7609653d405d95bc5c94917723d3,job_12792e5f7ebf4149a6abaecaa4253d4d,5388,Service & Repair Fee - After-Hours,labor,1.0,167.0,167.0
invoice_ff4a7609653d405d95bc5c94917723d3,job_12792e5f7ebf4149a6abaecaa4253d4d,5388,Generic Parts / Service - R410a refrigerant,material,2.0,132.0,264.0
invoice_778a4afd240e4282a1f1624ee6c4b3fc,job_13d7c056856e496ebcaad6f347de85ea,5387,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_e69ecff9046440cbac5a2d9a22a5aa69,job_97164293a9e14089a31c46c42fb12ea0,5386,Diagnostic/dispatch fees - Service & Repair Fee - After-Hours,labor,1.0,184.0,184.0
invoice_e69ecff9046440cbac5a2d9a22a5aa69,job_97164293a9e14089a31c46c42fb12ea0,5386,Service Calls - Repairs & Part Installation - Tier 2 Repair - Leak Detection Tidewater Hospitality (Bubbles / Electronic),labor,1.0,96.0,96.0
invoice_e69ecff9046440cbac5a2d9a22a5aa69,job_97164293a9e14089a31c46c42fb12ea0,5386,Generic Parts / Service - R410a refrigerant,material,1.5,132.0,198.0
invoice_073e33703ce046dabea3470a5505ad5a,job_ab9f882fc9754544959ceadb6f125738,5385,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_073e33703ce046dabea3470a5505ad5a,job_ab9f882fc9754544959ceadb6f125738,5385,Tier 3 Repair - Clear Drain Line,labor,1.0,188.0,188.0
invoice_1177abadd93a435fa72b196bccad475a,job_9d1197598c934e90ad15c81cf0a39134,5384,Preventative Maintenance - Residential Preventative Maintenance,labor,1.0,92.0,92.0
invoice_1177abadd93a435fa72b196bccad475a,job_9d1197598c934e90ad15c81cf0a39134,5384,Service Calls - Repairs & Part Installation - Tier 3 Repair - Capacitor Replacement,labor,1.0,165.0,165.0
invoice_cf8f7ecdce964cb397b75123a617ba1b,job_a5f4ba7071004661b57448f400f3b3e5,5383,MISC Labor - Installing New Fan Tech Exhaust Fans,labor,1.0,3880.0,3880.0
invoice_cf8f7ecdce964cb397b75123a617ba1b,job_a5f4ba7071004661b57448f400f3b3e5,5383,Generic Parts / Service - (9) Fan-Tech Bathroom Exhaust Fans,material,1.0,2614.0,2614.0
invoice_cb4a33e5058243d195cbad7aa0b190b4,job_365842949a114de0aac5f1a21a58e642,5382,Jet Branchline Drain,labor,1.0,429.25,429.25
invoice_886d44a4f801453290c896829b823411,job_ee8196f859dd4aa4906340a951140b95,5380,System Installation,labor,1.0,1410.0,1410.0
invoice_886d44a4f801453290c896829b823411,job_ee8196f859dd4aa4906340a951140b95,5380,Guarantees,labor,1.0,0.0,0.0
invoice_886d44a4f801453290c896829b823411,job_ee8196f859dd4aa4906340a951140b95,5380,2 Ton - STANDARD CHOICE 15 - Trane 2 Ton 15.2 Seer2 (16 SEER) Heat Pump System,material,1.0,10103.5,10103.5
invoice_886d44a4f801453290c896829b823411,job_ee8196f859dd4aa4906340a951140b95,5380,Concrete Pad,material,1.0,233.0,233.0
invoice_886d44a4f801453290c896829b823411,job_ee8196f859dd4aa4906340a951140b95,5380,Drain package,material,1.0,306.0,306.0
invoice_372b5caeee4b4c7c8d4c11858a9af7c1,job_1c0a3a7371864700977097dfe6a12edf,5379,Diagnostic/dispatch fees - Service & Repair Fee - Standard,labor,1.0,92.0,92.0
invoice_372b5caeee4b4c7c8d4c11858a9af7c1,job_1c0a3a7371864700977097dfe6a12edf,5379,Service Calls - Repairs & Part Installation - Tier 3 Repair - Clear Drain Line,labor,1.0,165.0,165.0
invoice_db1397623fa642979c1bfc7e3589bf11,job_141391143e9e4c699107a395ceadd497,5378,Service Calls - Repairs & Part Installation - Tier 7 Repair,labor,1.0,946.0,946.0
invoice_db1397623fa642979c1bfc7e3589bf11,job_141391143e9e4c699107a395ceadd497,5378,Generic Parts / Service - Filter dryer,material,1.0,103.0,103.0
invoice_db1397623fa642979c1bfc7e3589bf11,job_141391143e9e4c699107a395ceadd497,5378,Generic Parts / Service - R410a refrigerant,material,1.0,132.0,132.0
invoice_72c02af8edf54a6a8e56b57091ca865e,job_53c2564f353a4e639afb192f63dd6d57,5377,Diagnostic/dispatch fees - Service & Repair Fee - Standard,labor,1.0,92.0,92.0
invoice_72c02af8edf54a6a8e56b57091ca865e,job_53c2564f353a4e639afb192f63dd6d57,5377,Service Calls - Repairs & Part Installation - Tier 3 Repair - Capacitor Replacement,labor,1.0,165.0,165.0
invoice_ad1698c39e93462c8c57fc6242228f39,job_96bdc6e7b8a34fbbaf5f6b0f84a032c9,5376,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_0048cc66ada04014bc646ae0fdcfba81,job_97164293a9e14089a31c46c42fb12ea0,5375,Diagnostic/dispatch fees - Service & Repair Fee - After-Hours,labor,1.0,184.0,184.0
invoice_0048cc66ada04014bc646ae0fdcfba81,job_97164293a9e14089a31c46c42fb12ea0,5375,Service Calls - Repairs & Part Installation - Tier 2 Repair - Leak Detection Tidewater Hospitality (Bubbles / Electronic),labor,1.0,96.0,96.0
invoice_0048cc66ada04014bc646ae0fdcfba81,job_97164293a9e14089a31c46c42fb12ea0,5375,Generic Parts / Service - R410a refrigerant,material,1.5,132.0,198.0
invoice_e69fb23241eb4acc9bfbd8123a20ec9b,job_daa098f06c474dcc82a16811a07ed249,5374,Diagnostic/dispatch fees - Service & Repair Fee - Standard,labor,1.0,92.0,92.0
invoice_8b0c432d97f94fbab36075ab32184062,job_a4513c873743435c99fd791ceca398d2,5373,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_8b0c432d97f94fbab36075ab32184062,job_a4513c873743435c99fd791ceca398d2,5373,Service Calls - Repairs & Part Installation - Tier 2 Repair - Leak Detection Tidewater Hospitality (Bubbles / Electronic),labor,1.0,96.0,96.0
invoice_8b0c432d97f94fbab36075ab32184062,job_a4513c873743435c99fd791ceca398d2,5373,Generic Parts / Service - R410a refrigerant,material,2.0,132.0,264.0
invoice_aa9015aaa54e4644abede6f801f6f0e3,job_7265768caf564ffeb396a1c8a4fed3e7,5372,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_b0ba3f7bbab547908c024319ecbb0ce8,job_61f202e1c13e407882ff1c5887c488fd,5371,Diagnostic/dispatch fees - Service & Repair Fee - Standard,labor,1.0,92.0,92.0
invoice_0411f325978b4b4598dcf9b6ab70f983,job_254c2ca58bdb465e8f24cf9109ae4f39,5370,Diagnostic/dispatch fees - Service & Repair Fee - Standard,labor,1.0,92.0,92.0
invoice_0411f325978b4b4598dcf9b6ab70f983,job_254c2ca58bdb465e8f24cf9109ae4f39,5370,Service Calls - Repairs & Part Installation - Tier 6 Repair,labor,1.0,523.0,523.0
invoice_0411f325978b4b4598dcf9b6ab70f983,job_254c2ca58bdb465e8f24cf9109ae4f39,5370,Generic Parts / Service - R410a refrigerant,material,3.0,132.0,396.0
invoice_81ba620cbf774a26afe82367498ca627,job_0c19b7f496d34f1cb4a55058aa47b0ed,5369,Diagnostic/dispatch fees - Service & Repair Fee - Standard,labor,1.0,92.0,92.0
invoice_ed240979dc0347afb6b0e32b250e9143,job_76c7329d029846f9bb295df7f1117ac8,5368,Visit #1,labor,1.0,188.0,188.0
invoice_e791812b52a64db38b617551b7a73659,job_ee0e72802ba0410a99ee53382c836c9a,5367,Diagnostic/dispatch fees - Service & Repair Fee - Standard,labor,1.0,92.0,92.0
invoice_e791812b52a64db38b617551b7a73659,job_ee0e72802ba0410a99ee53382c836c9a,5367,Service Calls - Repairs & Part Installation - Tier 2 Repair - Leak Detection Tidewater Hospitality (Bubbles / Electronic),labor,1.0,96.0,96.0
invoice_02896fc855884689a4a6c49c800ca920,job_9c987f6c30fe4a9faeb268b7d3ec5b43,5366,Service Calls - Repairs & Part Installation - Tier 6 Repair - High/ Low Pressure Switch + Filter Dryer,labor,1.0,572.0,572.0
invoice_02896fc855884689a4a6c49c800ca920,job_9c987f6c30fe4a9faeb268b7d3ec5b43,5366,Generic Parts / Service - Filter dryer,material,1.0,103.0,103.0
invoice_02896fc855884689a4a6c49c800ca920,job_9c987f6c30fe4a9faeb268b7d3ec5b43,5366,Unit Specific Parts - High & Low Pressure Switch,material,1.0,336.0,336.0
invoice_02896fc855884689a4a6c49c800ca920,job_9c987f6c30fe4a9faeb268b7d3ec5b43,5366,Generic Parts / Service - R410a refrigerant,material,2.0,132.0,264.0
invoice_eed6622a2ddf47ab866e2731730db4e9,job_c15a05bdb3ac492fa3c3704fcedf0db5,5365,Service Calls - Repairs & Part Installation - Tier 3 Repair - Installation of Temperature Sensor,labor,1.0,166.0,166.0
invoice_eed6622a2ddf47ab866e2731730db4e9,job_c15a05bdb3ac492fa3c3704fcedf0db5,5365,Visit #4,labor,1.0,484.0,484.0
invoice_eed6622a2ddf47ab866e2731730db4e9,job_c15a05bdb3ac492fa3c3704fcedf0db5,5365,30x20x1 Return Grille with filter,material,1.0,95.0,95.0
invoice_eed6622a2ddf47ab866e2731730db4e9,job_c15a05bdb3ac492fa3c3704fcedf0db5,5365,WARRANTY Parts / Service - WARRANTY - Temperature Sesnor,material,1.0,0.0,0.0
invoice_b56e05b3959645dd952e2dd948314ca0,job_11522391e7b94a899ebd32dc8e654569,5364,Visit #1,labor,1.0,317.0,317.0
invoice_f7c6ebc76d5e4ffb80a6bc1fa8830aba,job_ee12bbe610b44a39926da6863adad126,5363,Diagnostic/dispatch fees - Service & Repair Fee - After-Hours,labor,1.0,184.0,184.0
invoice_f7c6ebc76d5e4ffb80a6bc1fa8830aba,job_ee12bbe610b44a39926da6863adad126,5363,Service Calls - Repairs & Part Installation - Rescue Motor,material,1.0,676.0,676.0
invoice_d8a6e067461747519255f43f008422c0,job_eee5fa26f6bd48848204913114823e89,5362,Diagnostic/dispatch fees - Service & Repair Fee - After-Hours,labor,1.0,184.0,184.0
invoice_d8a6e067461747519255f43f008422c0,job_eee5fa26f6bd48848204913114823e89,5362,Service Calls - Repairs & Part Installation - Tier 2 Repair - Replace fuse,labor,1.0,97.0,97.0
invoice_c4f3c1fabc764edeb3f4782822934007,job_9f3c3b4572c145a488de379616228fcc,5361,Diagnostic/dispatch fees - Service & Repair Fee - After-Hours,labor,1.0,184.0,184.0
invoice_c4f3c1fabc764edeb3f4782822934007,job_9f3c3b4572c145a488de379616228fcc,5361,Service Calls - Repairs & Part Installation - Tier 3 Repair - Clear Drain Line,labor,1.0,165.0,165.0
invoice_f975d03ef0b94b3a8623f09a1bf0c8c3,job_6a64b319d7274207ba58f07b589b9a90,5360,Visit #3,labor,1.0,97.0,97.0
invoice_46ff564ad05640ac9247789d9e794092,job_f7d868bb3ebf40a2a08592382899f32e,5359,Diagnostic/dispatch fees - Service & Repair Fee - Standard,labor,1.0,92.0,92.0
invoice_46ff564ad05640ac9247789d9e794092,job_f7d868bb3ebf40a2a08592382899f32e,5359,Service Calls - Repairs & Part Installation - Tier 3 Repair - Clear Drain Line,labor,1.0,165.0,165.0
invoice_46ff564ad05640ac9247789d9e794092,job_f7d868bb3ebf40a2a08592382899f32e,5359,Service Calls - Repairs & Part Installation - Tier 2 Repair - Reprogram Thermostat,labor,1.0,104.0,104.0
invoice_7120976a75994144aaeca73ae7fdb86d,job_4dfa0f50323d44af9d62e41bc068807c,5358,Preventative Maintenance - Residential Preventative Maintenance,labor,1.0,92.0,92.0
invoice_7120976a75994144aaeca73ae7fdb86d,job_4dfa0f50323d44af9d62e41bc068807c,5358,Service Calls - Repairs & Part Installation - Tier 3 Repair - Capacitor Replacement,labor,1.0,165.0,165.0
invoice_73ff03ce58ab453ebdda3f5748248e33,job_e06f7fa8f06d415d9f99eb96cd8af973,5357,Diagnostic/dispatch fees - Service & Repair Fee - Standard,labor,1.0,92.0,92.0
invoice_73ff03ce58ab453ebdda3f5748248e33,job_e06f7fa8f06d415d9f99eb96cd8af973,5357,Service Calls - Repairs & Part Installation - Tier 3 Repair - Clear Drain Line,labor,1.0,165.0,165.0
invoice_957449bc6fe14f68a80f94067aea489c,job_3a3b7cc03f674ddc917c51043b17be31,5356,Diagnostic/dispatch fees - Service & Repair Fee - After-Hours,labor,1.0,184.0,184.0
invoice_957449bc6fe14f68a80f94067aea489c,job_3a3b7cc03f674ddc917c51043b17be31,5356,Service Calls - Repairs & Part Installation - Tier 3 Repair - Clear Drain Line,labor,1.0,165.0,165.0
invoice_09efdc1fa8984d718d3be1137ff54542,job_34a9343c00864917adab89c6fcbb7677,5355,Diagnostic/dispatch fees - Service & Repair Fee - Standard,labor,1.0,92.0,92.0
invoice_09efdc1fa8984d718d3be1137ff54542,job_34a9343c00864917adab89c6fcbb7677,5355,Service Calls - Repairs & Part Installation - Tier 1 Repair - Clear Exhaust Vents,labor,1.0,52.0,52.0
invoice_4dab67eb32ed4fbc852dc1813bcc4863,job_a31fd84ef5f24a50a619fbf74d8394cd,5354,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_4dab67eb32ed4fbc852dc1813bcc4863,job_a31fd84ef5f24a50a619fbf74d8394cd,5354,Service Calls - Repairs & Part Installation - Tier 3 Repair - Clear Drain Line,labor,1.0,165.0,165.0
invoice_51b4e1a8664d4c2986cd404b98f884cf,job_2490183878c5449cadd1bfe78c84f490,5353,Service & Repair Fee - Standard,labor,1.0,102.0,102.0
invoice_51b4e1a8664d4c2986cd404b98f884cf,job_2490183878c5449cadd1bfe78c84f490,5353,Service Calls - Repairs & Part Installation - Tier 2 Repair - Static Pressure Tidewater Hospitality,labor,1.0,264.0,264.0
invoice_51b4e1a8664d4c2986cd404b98f884cf,job_2490183878c5449cadd1bfe78c84f490,5353,Service Calls - Repairs & Part Installation - Tier 1 Repair - Lower Speed Tabs,labor,1.0,51.0,51.0
